"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"choice",0,0,0,0,0,1,0,1,1,1
"clause",0,0,0,0,0,1,0,1,1,1
"counted",0,0,0,0,0,1,0,1,1,1
"detroit",0,0,0,0,0,1,0,1,1,1
"drugs",0,0,0,0,0,1,0,1,1,1
"endorse",0,0,0,0,0,1,0,0,1,0
"exclusive",0,0,0,0,0,1,1,2,1,1
"executives",0,0,0,0,0,1,0,1,1,1
"eyewitness",0,0,0,0,0,1,0,1,1,1
"fired",0,0,0,0,0,1,0,1,1,0
"gets",0,0,0,0,0,1,0,1,1,1
"honey",0,0,0,0,0,1,0,0,1,1
"items",0,0,0,0,0,1,0,1,0,0
"james",0,0,0,0,0,1,0,0,1,0
"late",0,0,0,0,0,1,0,0,1,0
"matches",0,0,0,0,0,1,0,1,1,1
"matter",0,0,0,0,0,2,1,3,0,1
"means",0,0,0,0,0,1,0,1,1,1
"mine",0,0,0,0,0,1,0,1,1,1
"negative",0,0,0,0,0,1,0,1,1,1
"niceto",0,0,0,0,0,1,0,0,1,1
"pays",0,0,0,0,0,1,0,1,1,1
"perhaps",0,0,0,0,0,1,0,1,1,0
"prescription",0,0,0,0,0,1,0,1,1,1
"price",0,0,0,0,0,3,0,3,3,3
"proven",0,0,0,0,0,1,0,1,1,0
"sadly",0,0,0,0,0,1,0,0,1,0
"says",0,0,0,0,0,2,1,2,1,2
"tentkeep",0,0,0,0,0,1,0,0,1,1
"trending",0,0,0,0,0,1,0,1,1,1
"trumpster",0,0,0,0,0,1,0,0,1,1
"try",0,0,0,0,0,1,0,0,1,0
"twitter",0,0,0,0,0,2,0,3,2,3
"voices",0,0,0,0,0,1,0,1,1,1
"woman",0,0,0,0,0,1,0,0,1,1
"worldmaybereduction",0,0,0,0,0,1,0,1,1,1
"yes",0,0,0,0,0,1,0,0,2,1
"zerotolerance",0,0,0,0,0,1,0,1,0,0
"aboard",0,0,0,0,0,0,1,0,0,0
"agenda",0,0,0,0,0,0,1,1,0,0
"aminute",0,0,0,0,0,0,1,0,0,1
"arts",0,0,0,0,0,0,1,0,0,1
"brief",0,0,0,0,0,0,1,1,0,1
"completedand",0,0,0,0,0,0,1,1,0,1
"condolences",0,0,0,0,0,0,1,1,0,1
"continues",0,0,0,0,0,0,1,0,0,1
"crafts",0,0,0,0,0,0,1,0,0,1
"details",0,0,0,0,0,0,1,1,0,0
"devastationcedar",0,0,0,0,0,0,1,1,0,1
"earlyvote",0,0,0,0,0,0,1,0,0,0
"ego",0,0,0,0,0,0,1,0,0,1
"elected",0,0,0,0,0,0,1,0,1,0
"family",0,0,0,0,0,0,1,1,0,1
"floridatrump",0,0,0,0,0,0,1,0,0,0
"front",0,0,0,0,0,0,1,0,0,1
"highlight",0,0,0,0,0,0,1,1,0,1
"hundreds",0,0,0,0,0,0,1,1,0,1
"iowas",0,0,0,0,0,0,1,1,0,1
"lastseconds",0,0,0,0,0,0,1,0,0,1
"light",0,0,0,0,0,0,1,0,0,1
"mayor",0,0,0,0,0,0,1,0,0,1
"memorial",0,0,0,0,0,0,1,0,0,1
"mention",0,0,0,0,0,0,1,0,0,1
"miss",0,0,0,0,0,0,1,1,0,0
"passing",0,0,0,0,0,0,1,1,0,1
"patriots",0,0,0,0,0,0,1,1,0,1
"platform",0,0,0,0,0,0,1,1,0,0
"rapids",0,0,0,0,0,0,1,1,0,1
"sensitive",0,0,0,0,0,0,1,1,0,1
"shine",0,0,0,0,0,0,1,0,0,1
"sincere",0,0,0,0,0,0,1,1,0,1
"stupid",0,0,0,0,0,0,1,0,1,0
"support",0,0,0,0,0,0,2,2,0,2
"surges",0,0,0,0,0,0,1,0,0,1
"tcot",0,0,0,0,0,0,1,0,0,0
"tower",0,0,0,0,0,0,1,0,0,1
"train",0,0,0,0,0,0,1,0,0,0
"tribute",0,0,0,0,0,0,1,0,0,1
"trip",0,0,0,0,0,0,2,1,0,2
"trumptrainput",0,0,0,0,0,0,1,0,0,0
"waiting",0,0,0,0,0,0,1,1,0,1
"wall",0,0,0,0,0,0,1,1,0,1
"weve",0,0,0,0,0,0,1,0,1,0
"account",0,0,0,0,0,0,0,1,0,1
"actually",0,0,0,0,0,0,0,1,0,0
"adv",0,0,0,0,0,0,0,1,0,1
"already",0,0,0,0,0,0,0,1,0,1
"awesome",0,0,0,0,0,0,0,1,0,1
"backwatch",0,0,0,0,0,0,0,1,0,1
"breakthrough",0,0,0,0,0,0,0,1,0,1
"building",0,0,0,0,0,0,0,1,0,1
"built",0,0,0,0,0,0,0,1,0,1
"byand",0,0,0,0,0,0,0,1,0,1
"caused",0,0,0,0,0,0,0,1,1,0
"congratulations",0,0,0,0,0,0,0,2,1,2
"corona",0,0,0,0,0,0,0,1,1,0
"deliver",0,0,0,0,0,0,0,1,0,1
"elect",0,0,0,0,0,0,0,1,0,1
"employmenttends",0,0,0,0,0,0,0,1,0,1
"entire",0,0,0,0,0,0,0,1,0,1
"estimated",0,0,0,0,0,0,0,1,0,1
"faster",0,0,0,0,0,0,0,1,0,1
"flowing",0,0,0,0,0,0,0,1,0,1
"follow",0,0,0,0,0,0,0,1,0,1
"foundation",0,0,0,0,0,0,0,1,0,1
"greater",0,0,0,0,0,0,0,1,0,1
"growthgovernment",0,0,0,0,0,0,0,1,0,1
"havedays",0,0,0,0,0,0,0,1,0,1
"high",0,0,0,0,0,0,0,2,1,1
"ifcant",0,0,0,0,0,0,0,1,0,0
"joined",0,0,0,0,0,0,0,1,0,1
"leadershipand",0,0,0,0,0,0,0,1,0,1
"leading",0,0,0,0,0,0,0,1,0,0
"manufacturing",0,0,0,0,0,0,0,1,0,1
"meeting",0,0,0,0,0,0,0,1,0,0
"million",0,0,0,0,0,0,0,1,0,1
"millions",0,0,0,0,0,0,0,1,0,1
"moreyears",0,0,0,0,0,0,0,1,0,1
"nasdaq",0,0,0,0,0,0,0,1,0,1
"partnership",0,0,0,0,0,0,0,1,0,1
"polls",0,0,0,0,0,0,0,1,0,0
"possible",0,0,0,0,0,0,0,1,0,1
"presidentappreciate",0,0,0,0,0,0,0,1,0,1
"presidentto",0,0,0,0,0,0,0,1,0,1
"presidentwas",0,0,0,0,0,0,0,1,0,1
"proclamation",0,0,0,0,0,0,0,1,0,1
"productivity",0,0,0,0,0,0,0,1,0,1
"provides",0,0,0,0,0,0,0,2,0,2
"reinstate",0,0,0,0,0,0,0,1,0,1
"responsible",0,0,0,0,0,0,0,1,0,1
"sit",0,0,0,0,0,0,0,1,0,1
"stable",0,0,0,0,0,0,0,1,0,1
"strong",0,0,0,0,0,0,0,1,0,1
"thecouncil",0,0,0,0,0,0,0,1,0,0
"think",0,0,0,0,0,0,0,1,0,0
"trumppatriots",0,0,0,0,0,0,0,1,0,1
"turned",0,0,0,0,0,0,0,1,0,1
"unemployme",0,0,0,0,0,0,0,1,1,0
"unitesuppo",0,0,0,0,0,0,0,1,0,1
"vice",0,0,0,0,0,0,0,1,1,1
"virus",0,0,0,0,0,0,0,1,1,0
"wellpaying",0,0,0,0,0,0,0,1,0,1
"blowout",0,0,0,0,0,0,0,0,1,1
"brennan",0,0,0,0,0,0,0,0,1,0
"construction",0,0,0,0,0,0,0,0,1,1
"definitely",0,0,0,0,0,0,0,0,1,0
"either",0,0,0,0,0,0,0,0,1,0
"featured",0,0,0,0,0,0,0,0,1,0
"gowdy",0,0,0,0,0,0,0,0,1,0
"housing",0,0,0,0,0,0,0,0,1,1
"inaccurate",0,0,0,0,0,0,0,0,1,0
"incompetentopinionconservativebefore",0,0,0,0,0,0,0,0,1,0
"july",0,0,0,0,0,0,0,0,1,1
"lobbyist",0,0,0,0,0,0,0,0,2,0
"molinari",0,0,0,0,0,0,0,0,1,0
"month",0,0,0,0,0,0,0,0,1,1
"numbers",0,0,0,0,0,0,0,0,1,1
"patriot",0,0,0,0,0,0,0,0,1,0
"presidentdemconv",0,0,0,0,0,0,0,0,1,0
"registered",0,0,0,0,0,0,0,0,1,0
"residential",0,0,0,0,0,0,0,0,1,1
"silent",0,0,0,0,0,0,0,0,1,0
"speakers",0,0,0,0,0,0,0,0,1,0
"starts",0,0,0,0,0,0,0,0,1,1
"surgedwhich",0,0,0,0,0,0,0,0,1,1
"susan",0,0,0,0,0,0,0,0,1,1
"thinks",0,0,0,0,0,0,0,0,1,0
"tired",0,0,0,0,0,0,0,0,1,0
"trey",0,0,0,0,0,0,0,0,1,0
"address",0,0,0,0,0,0,0,0,0,1
"advisorpresidentopposes",0,0,0,0,0,0,0,0,0,1
"around",0,0,0,0,0,0,0,0,0,1
"barriers",0,0,0,0,0,0,0,0,0,1
"circle",0,0,0,0,0,0,0,0,0,1
"economic",0,0,0,0,0,0,0,0,0,1
"empowerment",0,0,0,0,0,0,0,0,0,1
"grilling",0,0,0,0,0,0,0,0,0,1
"group",0,0,0,0,0,0,0,0,0,1
"inner",0,0,0,0,0,0,0,0,0,1
"inst",0,0,0,0,0,0,0,0,0,1
"landed",0,0,0,0,0,0,0,0,0,1
"lightweights",0,0,0,0,0,0,0,0,0,1
"mailinvoting",0,0,0,0,0,0,0,0,0,1
"mankato",0,0,0,0,0,0,0,0,0,1
"meadows",0,0,0,0,0,0,0,0,0,1
"minnesota",0,0,0,0,0,0,0,0,0,1
"mobilized",0,0,0,0,0,0,0,0,0,1
"moore",0,0,0,0,0,0,0,0,0,1
"msnbc",0,0,0,0,0,0,0,0,0,1
"ofafter",0,0,0,0,0,0,0,0,0,1
"pick",0,0,0,0,0,0,0,0,0,1
"questions",0,0,0,0,0,0,0,0,0,1
"rice",0,0,0,0,0,0,0,0,0,1
"shocked",0,0,0,0,0,0,0,0,0,1
"softball",0,0,0,0,0,0,0,0,0,1
"swing",0,0,0,0,0,0,0,0,0,1
"unsuccessfully",0,0,0,0,0,0,0,0,0,1
"wants",0,0,0,0,0,0,0,0,0,1
"well",0,0,0,0,0,0,0,0,0,1
"womens",0,0,0,0,0,0,0,0,0,1
